URL,type,description
https://napieknewlosy.pl/products/no-inhibition-krem-wygladzajacy-200ml,E,"Aqua , Cyclopentasiloxane, Polyacrylamide, Phenoxyethanol, Dimethicone, Dimethiconol, Parfum , C13-14 Isoparaffin, Caprylic/Capric Triglyceride, C12-15 Alkyl Benzoate, Amodimethicone, Laureth-7, Disodium EDTA, Ethylhexyl Methoxycinnamate, Ethylhexylglycerin, Persea Gratissima Oil, Carthamus Tinctorius Seed Oil, Propylene Glycol, Cetrimonium Chloride, Trideceth-10, Hydroxycitronellal, Hexyl Cinnamal, Paullinia Cupana Seed Extract"
https://napieknewlosy.pl/products/vis-plantis-odzywka-do-wlosow-cienkich-i-pozbawionych-objetosci-czarnuszka-400ml,H,"Aqua, Cetearyl Alcohol, Glycerin, Cetyl Alcohol, Isopropyl Palmitate, Nigella Sativa Seed Extract , Gossypium Herbaceum Extract , Linum Usitatissimum Seed Extract , Behentrimonium Methosulfate, Quaternium-80, C10-40 Isoalkylamidopropylethyldimonium Ethosulfate, Cetrimonium Chloride, Gossypium Herbaceum Seed Oil, Propylene Glycol, Lactic Acid, Parfum, Sodium Benzoate, Potassium Sorbate"
https://napieknewlosy.pl/products/fitomed-odzywka-do-wlosow-przetluszczajacych-sie-szalwia-i-rozmaryn-200g,H,"Aqua, Cetearyl Alcohol, Glycerin, Salvia Officinalis Extract, Rosmarinus Officinalis Leaf Extract, Behentrimonium Methosulfate, Tocopheryl Acetate, Panthenol, Citric Acid, Guar Hydroxypropyltrimonium Chloride, Isopropyl Alcohol, Benzyl Alcohol, Biotyn, Ethylhexylglycerin, Parfum"
https://napieknewlosy.pl/products/anwen-hair-we-are-odzywka-humektantowa-do-wlosow-kazdej-porowatosci-200ml,H,"Aqua, Cetearyl Alcohol, Behentrimonium Methosulfate, Solanum Tuberosum Starch, Saccharide Isomerate, Hydroxypropyltrimonium Hyaluronate, Fructose, Glucose, Sucrose, Urea, Dextrin, Aloe Barbadensis Leaf Juice Powder, Alanine, Glutamic Acid, Aspartic Acid, Hexyl Nicotinate, Starch Hydroxypropyltrimonium Chloride, Cetrimonium Chloride, Sodium Lactate, Parfum, Lactic Acid, Citric Acid, Sodium Citrate, Hexylene Glycol, Benzoic Acid, Dehydroacetic Acid, Phenoxyethanol, Linalool"
https://napieknewlosy.pl/products/resibo-hair-recharger-odzywka-regenerujaca-250ml,PEH,"Aqua, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Coco-Caprylate, Brassicamidopropyl Dimethylamine, Propanediol, Myristyl Myristate, Parfum, Theobroma Cacao Seed Butter, Papaver Somniferum Seed Oil, Prunus Armeniaca Kernel Oil, Shorea Stenoptera Seed Butter, Helianthus Annuus Seed Oil, Betaine, Pisum Sativum Peptide, Panthenol, Citrus Aurantium Amara Flower Extract, Lycium Barbarum Fruit Extract, Serine, Alanine, Glycine, Porphyra Umbilicalis Extract, Leuconostoc/Radish Root Ferment Filtrate, Arginine, Phyllanthus Emblica Fruit Extract, Proline, Glycerin, PCA, Lysine HCl, Threonine, Tocopherol, Glucose, Pantolactone, Sodium PCA, Sorbic Acid, Ascorbic Acid, Glutamic Acid, Citric Acid, Sodium Lactate, Caesalpinia Spinosa Gum, Cetearyl Glucoside, Cetrimonium Chloride, Lactic Acid, Sodium Benzoate, Hydroxyethylcellulose, Sodium Phytate, Disodium Phosphate, Sodium Phosphate, Potassium Sorbate"
https://napieknewlosy.pl/products/veoli-botanica-make-me-shine-140-ml,PEH,"Aqua, Cetyl Alcohol, Tripelargonin, Limnanthes Alba Seed Oil, Glyceryl Stearate, Behenamidopropyl Dimethylamine, Bis-(Isostearoyl/oleoyl Isopropyl) Dimonium Methosulfate, Behenyl/stearyl Aminopropanediol Esters, Hydrolyzed Rice Protein, Sodium Hyaluronate, Hydrolyzed Hemp Seed Extract, Panthenol, Biosaccharide Gum-1, Ceramide Np, Glycerin, Cetearyl Alcohol, Parfum, Sodium Lactate, Lactic Acid, Citric Acid, Sodium Anisate, Sodium Levulinate, Glyceryl Caprylate, Sodium Benzoate, Potassium Sorbate"
https://napieknewlosy.pl/products/milk-shake-conditioning-direct-color-toner-w-kolorze-silver-100ml,PEH,"Aqua , Hydroxyethylcellulose, Polysorbate 20, Cocamidopropyl Betaine, Cetrimonium Chloride, Parfum , Phenyl Trimethicone, Butylene Glycol, Imidazolidinyl Urea, Helianthus Annuus Seed Extract, Acid Violet 43, Sodium Hydroxide, Limonene, Linalool, Citronellol, Argania Spinosa Kernel Oil, Butyrospernum Parkii Oil, PEG-5 Cocomonium Methosulfate, Sodium Glutamate, Hydrolyzed Milk Protein, Hydroxypropyltrimonium Hydrolyzed Casein, Sodium Cocyl Glutamate, Hydroxypropyl Guar, Hydroxypropyltrimonium Chloride"
https://napieknewlosy.pl/products/anthyllis-odzywka-z-ekstraktem-z-lnu-i-proteinami-ryzu-200ml,P,"Aqua, Cetearyl alcohol, Behenamidopropyl dimethylamine, Glycerin, Butyrospermum Parkii butter, Lactic acid, Helianthus annuus seed oil, Linum usitatissimum seed extract, Parfum, Dicaprylyl ether, Lauryl alcohol, Panthenol, Benzyl alcohol, Hydrolyzed Rice protein, Dehydroacetic acid, Linalool"
https://napieknewlosy.pl/products/phitofilos-balsamo-leggero-lekki-balsam-200ml,P,"Aqua , Cetyl alcohol, Stearyl alcohol, Hydrolyzed quinoa, Camelia sinensis leaf extract , Malva sylvestris flower/leaf extract , Althaea officinalis root extract , Lactic acid, Glycerin, Tocopherol, Dipalmitoylethyl hydroxyethylmonium methosulfate, Benzyl alcohol, Behenamidopropyl dimethylamine, Benzoic acid, Dehydroacetic acid, Parfum da agricoltura biologica senza allergeni"
https://napieknewlosy.pl/products/milk-shake-conditioning-direct-color-toner-w-kolorze-cold-brown-100ml,PEH,"Aqua , PPG-2 Methyl Ether, Hydroxyethylcelulose, Polysorbate 20, Cocamidopropyl Betaine, HC Blue No. 2, Basic Blue 99, Disperse Black 9, Cetrimonium Chloride, Parfum , Phenyl Trimethicone, Butylene Glycol, Imidazolidinyl Urea, HC Red No. 3, Basic Brown 16, Helianthus Annuus Seed Extract, Sodium Hydroxide, Acid Violet 43, Basic Red 76, Basic Yellow 57, Argania Spinosa Kernel Oil, Butyrospermum Parkii Oil, Hydrolyzed Milk Protein"
https://napieknewlosy.pl/products/gosh-odzywka-do-wlosow-colour-rescue-450ml,E,"Aqua/Water/Eau, Cetearyl Alcohol, Behentrimonium Chloride, Dipropylene Glycol, Helianthus Annus Seed Extract, Butyrospermum Parkii Butter, Hydroxyethylcellulose, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Ethylhexylglycerin, Butylene Glycol, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum/Fragrance, Limonene"
https://napieknewlosy.pl/products/resibo-shine-club-odzywka-wygladzajaca-250ml,EH,"Aqua, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Brassicamidopropyl Dimethylamine, Triperalgonin, Glycerin, Butyrospermum Parkii Butter, Mangifera Indica Seed Butter, Prunus Amygdalus Dulcis Oil, Persea Gratissima Oil, Helianthus Annuus Seed Oil, Citrus Aurantium Amara Flower Extract, Lycium Barbarum Fruit Extract, Porphyra Umbilicalis Extract, Phyllanthus Emblica Fruit Extract, Tocopherol, Glucose, Caesalpinia Spinosa Gum, Sorbic Acid, Ascorbic Acid, Cetrimonium Chloride, Lactic Acid, Cetearyl Glucoside, Sodium Benzoate, Hydroxyethylcellulose, Sodium Phytate, Citric Acid, Disodium Phosphate, Sodium Phosphate, Potassium Sorbate, Parfum, Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool"
https://napieknewlosy.pl/products/yope-balance-my-hair-odzywka-do-wlosow-z-emolientami-300ml,E,"Aqua, Cetearyl Alcohol, Brassicamidopropyl Dimethylamine, Macadamia Integrifolia Seed Oil, Adansonia Digitata Seed Oil, Aspartic Acid, Cetyl Esters, Gluconolactone, Glyceryl Stearate, Propanediol, Backhousia Citriodora Leaf Extract, Azadirachta Indica Leaf Extract, Lactic Acid, Tartaric Acid, Hibiscus Sabdariffa Flower Extract, Bellis Perennis Flower Extract, Jasminum Officinale Flower Extract, Spiraea Ulmaria Flower Extract, Levulinic Acid, Glycerin, Sodium Levulinate, 1.2-hexanediol, Citric Acid, Butylene Glycol, Parfum, Hexyl Cinnamal, Limonene, Linalool"
https://napieknewlosy.pl/products/vis-plantis-odzywka-do-wlosow-oslabionych-zabiegami-stylizacyjnymi-pestki-dyni-400ml,EH,"Aqua, Cetearyl Alcohol, Glycerin, Behenamidopropyl Dimethylamine, Isopropyl Palmitate, Cucurbita Pepo Seed Oil , Triticum Vulgare Bran Extract , Avena Sativa Kernel Extract , Butyrospermum Parkii Butter , Maltooligosyl Glucoside, Hydrogenated Starch Hydrolysate, Cetrimonium Chloride, Lactic Acid, Parfum, Sodium Benzoate, Potassium Sorbate, Limonene, Linalool"
https://napieknewlosy.pl/products/vis-plantis-odzywka-do-wlosow-oslabionych-z-tendencja-do-wypadania-kozieradka-400ml,H,"Aqua, Cetearyl Alcohol, Glycerin, Behenamidopropyl Dimethylamine, Isopropyl Palmitate, Trigonella Foenum Extract , Raphanus Sativus Root Extract , Equisetum Arvense Extract , Butyrospermum Parkii Butter , Cetrimonium Chloride, Niacinamide, Lactic Acid, Parfum, Sodium Benzoate, Potassium Sorbate, Hexyl Cinnamal, Limonene, Linalool"
https://napieknewlosy.pl/products/resibo-waterlight-odzywka-nawilzajaca-250ml,H,"Aqua, Vitis Vinifera Seed Oil, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Brassicamidopropyl Dimethylamine, Tripelargonin, Sorbitol, Phyllanthus Emblica Fruit Extract, Porphyra Umbilicalis Extract, Lycium Barbarum Fruit Extract, Citrus Aurantium Amara Flower Extract, Helianthus Annuus Seed Oil, Glycerin, Tocopherol, Betaine, Cannabis Sativa Seed Oil, Maltitol, Mannitol, Ascorbic Acid, Glucose, Caesalpinia Spinosa Gum, Hydroxyethylcellulose, Cetrimonium Chloride, Cetearyl Glucoside, Sodium Benzoate, Lactic Acid, Sodium Phytate, Disodium Phosphate, Sodium Phosphate, Potassium Sorbate, Sorbic Acid, Parfum, Citronellol, Hexyl Cinnamal, Limonene, Linalool"
https://napieknewlosy.pl/products/sessio-wellbeing-maska-fluid-emolientowa-do-wlosow-puszacych-sie-300ml,E,"Aqua, Cetearyl Alcohol, Mangifera Indica Seed Butter, Behentrimonium Chloride, Babassu Oil Glycereth-8 Esters, Coco-Caprylate/Caprate, Prunus Domestica Seed Oil, Persea Gratissima Oil, Withania Somnifera Root Extract, Parfum, Glycerin, Hydroxypropyl Guar, Isopropyl Alcohol, Citric Acid, Phenylpropanol, Caprylyl Glycol, Potassium Sorbate, Sodium Benzoate, Hexyl Cinnamal"
https://napieknewlosy.pl/products/phitofilos-balsamo-capelli-ricci-odzywka-do-wlosow-kreconych-200ml,PEH,"Aqua , Cetyl Alcohol, Stearyl Alcohol, Dipalmitoylethyl Hydroxyethylmonium Methosulfate, Spirulina Maxima Extract, Astragalus Gummifer Gum, Hydrolyzed Rice Protein, Linum Usitatissimum Seed Extract, Plantago Lanceolata Leaf Extract, Rosa Damascena Flower Extract, Althaea Officinalis Root Extract, Ananas Sativus Fruit Extract, Bambusa Vulgaris Leaf Extract, Niacinamide, Cocos Nucifera Oil, Ricinus Communis Seed Oil, Hydrolyzed Adansonia Digitata Seed Extract, Fructose, Inositol, Glycine, Sodium Lactate, Sodium Pca, Urea, Glycerin, Hydrolyzed Hemp Seed Extract, Tocopherol, Citric Acid, Sodium Hydroxide, Behenamidopropyl Dimethylamine, Panthenol, Lactic Acid, Benzoic Acid, Dehydroacetic Acid, Benzyl Alcohol, Parfum "
https://napieknewlosy.pl/products/anwen-proteinowa-magnolia-mala-odzywka-do-wlosow-o-sredniej-porowatosci-100ml-aluminium,P,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, PPG-3 Benzyl Ether Myristate, Hydrolyzed Milk Protein , Hydrolyzed Oats , Hydrolyzed Keratin , Cetrimonium Chloride, Starch Hydroxypropyltrimonium Chloride, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum"
https://napieknewlosy.pl/products/anwen-hair-we-are-odzywka-emolientowa-do-wlosow-o-sredniej-porowatosci-200ml,E,"Aqua, Cetearyl Alcohol, Ricinus Communis Seed Oil, Behentrimonium Methosulfate, Macadamia Ternifolia Seed Oil, Brassica Oleracea Italica Seed Oil, Ethyl Macadamiate, Octyldodecanol, Starch Hydroxypropyltrimonium Chloride, Cetrimonium Chloride, Sodium Lactate, Urea, Lactic Acid, Benzoic Acid, Dehydroacetic Acid, Phenoxyethanol, Parfum, Linalool"
https://napieknewlosy.pl/products/milk-shake-whipped-cream-odzywka-w-piance-bez-splukiwania-200ml,PEH,"Aqua , Butane, Propane, Isobutane, Myristyl Alcohol, Cetrimonium Chloride, Parfum , Amodimethicone, Imidazolidinyl Urea, Trideceth-10, Citric Acid, Tocopheryl Acetate, Butylene Glycol, Benzyl Alcohol, Glyceryl Oleate, Panthenol, Propylene Glycol, Helianthus Annuus Seed Extract, BHT, Hexylene Glycol, BHA, Hydrolyzed Milk Protein, Phenoxyethanol, Ethylhexylglycerin, Ascorbyl Palmitate"
https://napieknewlosy.pl/products/barwa-honey-hair-odzywka-miodowa-nawilzajaco-regenerujaca-200ml,PEH,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Mel Extract, Royal Jelly Extract, Mel, Propolis Extract, Butyrospermum Parkii Butter, Linum Usitatissimum Seed Oil, Oryza Sativa Seed Protein, Glycerin, Oryza Sativa Extract, Trehalose, Cetrimonium Chloride, Phytic Acid, Sodium Benzoate, Potassium Sorbate, Gluconolactone, Calcium Gluconate, Butylene Glycol, Coco-Glucoside, Citric Acid, Parfum"
https://napieknewlosy.pl/products/vis-plantis-odzywka-do-wlosow-suchych-i-matowych-lukrecja-400ml,H,"Aqua, Cetearyl Alcohol, Glycerin, Behenamidopropyl Dimethylamine, Isopropyl Palmitate, Glycyrrhiza Glabra Root Extract , Tilia Cordata Leaf Extract , Althaea Officinalis Root Extract , Cetrimonium Chloride, Helianthus Annuus Seed Oil , Butyrospermum Parkii Butter , Panthenol, Lactic Acid, Parfum, Sodium Benzoate, Potassium Sorbate, Benzyl Salicylate, Hexyl Cinnamal, Linalool"
https://napieknewlosy.pl/products/sessio-wellbeing-maska-fluid-humektantowa-do-wlosow-przesuszonych-i-lamliwych-300ml,H,"Aqua, Cetearyl Alcohol, Glyceryl Stearate, Behentrimonium Chloride,Schizandra Chinensis Fruit Extract, Starch Hydroxypropyltrimonium Chloride, Urea, Aloe Barbadensis Leaf Extract, Sodium Lactate, Cetrimonium Chloride, Glycerin, Parfum, Isopropyl Alcohol, Citric Acid, Lactic Acid, Phenylpropanol, Caprylyl Glycol, Potassium Sorbate, Sodium Benzoate, Benzoic Acid"
https://napieknewlosy.pl/products/fitomed-odzywka-do-wlosow-koloryzowanych-jasnych-rumianek-i-slonecznik-200g,H,"Aqua, Cetearyl Alcohol, Glycerin, Camomilla Recutita Flower Extract, Helianthus Annus Officinalis Flos Extract, Behentrimonium Methosulfate, Tocopheryl Acetate, Panthenol, Citric Acid, Guar Hydroxypropyltrimonium Chloride, Isopropyl Alcohol, Benzyl Alcohol, Ethylhexylglycerin, Parfum, CI 19140"
https://napieknewlosy.pl/products/maternatura-kuracja-rekonstrukcyjna-z-peptydami-drozdzowymi-250ml,P,"Aqua, Cetearyl Alcohol, Behenamidopropyl Dimethylamine, Lactic Acid, Saccharomyces Lysate, Hydrolyzed Wheat Protein, Soy Amino Acids, Wheat Amino Acids, Hydrolyzed Corn Protein, Hydrolyzed Soy Protein, Simmondsia Chinensis Seed Oil , Astrocaryum Murumuru Seed Butter , Arginine Hcl, Serine, Threonine, Oryza Sativa Seed Protein, Aloe Barbadensis Leaf Extract , Panthenol, Punica Granatum Peel Extract, Oryza Sativa Extract, Phytic Acid, Sodium Hyaluronate, Benzyl Alcohol, Sodium Benzoate, Glycerin, Sodium Dehydroacetate, Parfum , Linalool"
https://napieknewlosy.pl/products/vianek-prebiotyczna-odzywka-emolientowa-300ml,PEH,"Aqua, Cetyl Alcohol, Cetrimonium Chloride, Panthenol, Inulin, Vaccinium Vitis-Idaea Fruit Extract, Arctium Lappa Root Extract, Malva Sylvestris Flower Extract, Hydrolyzed Quinoa, Glycerin, Pisum Sativum Seed Extract, Sodium Hyaluronate, Ricinus Communis Seed Oil, Isoamyl Laurate, Isoamyl Cocate, Brassica Oleracea Italica Seed Oil, Butyrospermum Parkii Butter, 1.2-Hexanediol, Lactic Acid, Sodium Benzoate, Cyamopsis Tetragonoloba Gum, Parfum, Citral, Hexyl Cinnamal, Limonene, Linalool"
https://napieknewlosy.pl/products/so-flow-by-vis-plantis-proteinowo-emolientowa-odzywka-do-wlosow-niskoporowatych-400ml,PEH,"Aqua, Cetearyl Alcohol, Brassicamidopropyl Dimethylamine, Withania Somnifera Root Extract, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Betaine, Cocos Nucifera Oil, Butyrospermum Parkii Butter, Ricinus Communis Seed Oil, Inulin, Proline, Serine, Sodium PCA, Glycine, Alanine, Aspartic Acid, Phenylalanine, Histidine, Sodium Lactate, Valine, Threonine, Isoleucine, Arginine, Glycerin, Panthenol, Tocopherol, Beta-Sitosterol, Squalene, Glycine Soja Oil, Cetrimonium Chloride, PCA, Lactic Acid, Parfum, Potassium Sorbate, Sodium Benzoate, Linalool"
https://napieknewlosy.pl/products/anwen-proteinowa-orchidea-mala-odzywka-do-wlosow-o-wysokiej-porowatosci-100ml-aluminium,P,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, PPG-3 Benzyl Ether Myristate, Hydrolyzed Pea Protein , Keratin , Hydrolyzed Keratin , Collagen , Hydrolyzed Elastin , Cetrimonium Chloride, Starch Hydroxypropyltrimonium Chloride, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum, Benzyl Salicylate, Coumarin, Limonene, Geraniol, Linalool, Hexyl Cinnamal"
https://napieknewlosy.pl/products/cantu-avocado-hydrating-conditioner-odzywka-utrzymujaca-nawilzenie-400ml,E,"Water, Stearyl Alcohol, Cetyl Alcohol, Persea Gratissima Oil, Stearamidopropyl Dimethylamine, Glyceryl Stearate, Butyrospermum Parkii Butter, Neopentyl Glycol Diheptanoate, Isododecane, Fragrance, Phenoxyethanol, Ethylhexylglyerin, Lactic Acid, Polyester-37, Disodium EDTA , Panthenol"
https://napieknewlosy.pl/products/biolaven-odzywka-z-olejem-z-pestek-winogron-300ml,EH,"Aqua, Vitis Vinifera Seed Oil , Cetearyl Alcohol, Cetyl Alcohol, Glycerin, Persea Gratissima Butter , Stearic Acid, Xylitol, Panthenol, Glyceryl Laurate, Decyl Glucoside, Cocamidopropyl Betaine, Cyamopsis Tetragonoloba Gum, Sodium Alginate, Tocopheryl Acetate, Lactic Acid, Sodium Benzoate, Lavandula Angustifolia Oil , Parfum"
https://napieknewlosy.pl/products/phitofilos-balsamo-ristrutturante-200ml,PEH,"Aqua , Myristyl Alcohol, Behenamidopropyl Dimethylamine, Caprylic/capric Triglyceride, Cetyl Alcohol, Oryza Sativa Bran Oil, Hydrolyzed Rice Protein, Argania Spinosa Kernel Oil, Malva Sylvestris Extract, Althaea Officinalis Root Extract, Glycerin, Sodium Benzoate, Lactic Acid, Sodium Dehydroacetate, Benzyl Alcohol, Parfum"
https://napieknewlosy.pl/products/so-flow-by-vis-plantis-odzywcza-odzywka-do-wlosow-kreconych-400ml,PEH,"Aqua, Cetearyl Alcohol, Glycerin, Behenamidopropyl Dimethylamine, Bis Cetearyl Amodimethicone, Linum Usitatissimum Seed Oil, Hydrolyzed Lupine Seed Extract, Citrus Junos Fruit Extract, Astragalus Membranaceus Root Extract, Inulin, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Undecane, Tridecane, Cetrimonium Chloride, Tocopherol, Butylene Glycol, Lactic Acid, Parfum, Sodium Benzoate, Potassium Sorbate, Benzoic Acid, 1.2- Hexanediol, Caprylyl Glycol, Hexyl Cinnamal, Limonene, CI 42090, CI 19140"
https://napieknewlosy.pl/products/so-flow-by-vis-plantis-humektantowa-baza-aktywujaca-100ml,H,"Aqua, Aloe Barbadensis Leaf Juice, Caprylic/ Capric/ Succinic Triglyceride, Glycerin, Inulin, Ammonium Acryloyldimethyltaurate/ VP Copolymer, Panthenol, Betaine, Maltooligosyl Glucoside, Hydrogenated Starch Hydrolysate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Ganoderma Lucidum Extract, Hydrolyzed Jojoba Esters, Lactic Acid, Sodium Polyacrylate, Parfum, Sodium Benzoate, Potassium Sorbate, Benzyl Alcohol"
https://napieknewlosy.pl/products/barwa-peace-love-hair-regenerujaca-odzywka-180ml,PEH,"Aqua, Cetearyl Alcohol, Behentrimonium Chloride, Prunus Amygdalus Dulcis Oil, Hydrolyzed Albumen, Bioflavonoids, Pyridoxine HCl, Tocopheryl Acetate, Retinyl Palmitate, Linoleic Acid, Linolenic Acid, Biotin, Panthenol, Cetrimonium Chloride, Glycerin, Propylene Glycol, Polysorbate 20, Citric Acid, Parfum, Limonene, Linalool"
https://napieknewlosy.pl/products/fitomed-odzywka-do-wlosow-koloryzowanych-ciemnych-herbata-i-henna-200g,H,"Aqua, Cetearyl Alcohol, Glycerin, Lawsonia Inermis Extract, Camelia Sinensis Leaf Extract, Behentrimonium Methosulfate, Tocopheryl Acetate, Panthenol, Citric Acid, Guar Hydroxypropyltrimonium Chloride, Isopropyl Alcohol, Benzyl Alcohol, Ethylhexylglycerin, Parfum, CI 16255, CI 42090, CI 19140"
https://napieknewlosy.pl/products/so-flow-by-vis-plantis-proteinowo-emolientowa-odzywka-do-wlosow-wysokoporowatych-400ml,PEH,"Aqua, Cetearyl Alcohol, Brassicamidopropyl Dimethylamine, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Hydrolyzed Soy Protein, Hydrolyzed Wheat Protein, Betaine, Gossypium Herbaceum Seed Oil, Triticum Vulgare Germ Oil, Centella Asiatica Extract, Inulin, Cucurbita Pepo Seed Oil, Hydrolyzed Jojoba Esters, Maltooligosyl Glucoside, Hydrogenated Starch Hydrolysate, Panthenol, Glycerin, Tocopherol, Beta-Sitosterol, Squalene, Glycine Soja Oil, Cetrimonium Chloride, Lactic Acid, Citric Acid, Parfum, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Hexyl Cinnamal"
https://napieknewlosy.pl/products/cocopalm-polynesian-spa-treatment-nawilzajaca-odzywka-do-wlosow-przesuszonych-400ml,PEH,"Aqua,Hexylene Glycol,Behentrimonium Chloride,Cetyl Alcohol,Amodimethicone,Stearyl Alcohol,Elaeis Guineensis Seed Oil,Dimethicone,Cocos Nucifera Oil,Gardenia Taitensis Flower Extract,Hydrolyzed Keratin,Cocos Nucifera Fruit Extract,Morinda Citrifolia Fruit Juice,Glycerin,Citric Acid,EDTA,Sodium Benzoate,Phenoxyethanol,Isopropyl Alcohol,Benzyl Alcohol,Potassium Sorbate,Butylene Glycol,Parfum,Benzyl Salicylate,Citronellol,Limonene"
https://napieknewlosy.pl/products/nadeshiko-hydrating-hair-conditioner-wygladzajaco-regenerujaca-odzywka-370ml,PEH,"Aqua, Cetearyl Alcohol, Brassicamidopropyl Dimethylamine, Oryza Sativa Bran Oil, Capryloyl Glycerin/Sebacic Acid Copolymer, Palmitic Acid, Stearic Acid, Xylitylglucoside, Diheptyl Succinate, Amodimethicone, Glycerin, Molasses, Anhydroxylitol, Camellia Japonica Seed Oil, Cera Alba, Maltitol, Xylitol, Oryza Sativa Lees Extract, Leuconostoc/Radish Root Ferment Filtrate, Panthenol, Laurdimonium Hydroxypropyl Hydrolyzed Keratin, Pseudozyma Epicola/Argania Spinosa Kernel Oil/Camellia Japonica Seed Oil/Camellia Sinensis Seed Oil/Sunflower Seed Oil/Sweet Almond Oil Ferment Extract Filtrate, Lactobacillus/Rice Ferment Filtrate, Pelvetia Canaliculata Extract, Cetrimonium Chloride, Glyceryl Caprylate, Myristic Acid, Oleic Acid, Lauric Acid, Glutamic Acid, Citric Acid, Triethyl Citrate, Benzoic Acid, Phenoxyethanol, Sodium Benzoate, Ethylhexylglycerin, Parfum"
https://napieknewlosy.pl/products/apis-amarantus-care-odbudowujaca-odzywka-do-wlosow-z-ekstraktami-z-amarantusa-200ml,PEH,"Aqua, Cetearyl Alcohol , Stearalkonium Chloride , Behen-Trimonium , PEG-40 Hydrogenated Castor Oil, Propanediol, Glycerin, Amaranthus Hypochondriacus Leaf Extract, Amaranthus Caudatus Seed Extract, Zea Mays Starch, D-panthenol, Urtica Dioica Extract, Ginseng Root Extract, Arctium Lappa Extract, Hydrolyzed Silk, Phenoxyethanol, Caprylyl Glycol, Helianthus Annus Seed Oil , Amaranthus Caudatus Seed Extract , Diisostearyl Malate , Rosmarinus Officinalis Leaf Extract, Cocos Nucifera Oil, Gardenia Tahitensis Flower, Tocopherol, Cynara Scolymus Leaf Extract, Parfum"
https://napieknewlosy.pl/products/vianek-prebiotyczna-odzywka-proteinowa-300ml,PEH,"Aqua, Cetyl Alcohol, Cetrimonium Chloride, Glycerin, Inulin, Panthenol, Hydrolyzed Oats, Hydrolyzed Wheat Protein, Chamomilla Recutita Flower Extract, Trigonella Foenum-Graecum Seed Extract, Wheat Amino Acids, Soy Amino Acids, Arginine HCl, Serine, Threonine, Prunus Amygdalus Dulcis Oil, Helianthus Annuus Seed Oil, Lactic Acid, Sodium Benzoate, Cyamopsis Tetragonoloba Gum, Parfum, Linalool"
https://napieknewlosy.pl/products/rave-me-by-julia-koster-lemoniada-do-wlosow-2w1-odzywka-i-maska-marakuja-250ml,E,"Aqua, Cetyl Alcohol, Tripelargonin, Glyceryl Stearate, Cetrimonium Chloride, Behenamidopropyl Dimethylamine, Simmondsia Chinensis Seed Oil, Passiflora Edulis Seed Oil, Persea Gratissima Oil, Argania Spinosa Kernel Oil, Bis-(Isostearoyl/Oleoyl Isopropyl) Dimonium Methosulfate, Silicone Quaternium-22, Inulin, Butyrospermum Parkii Butter, Tocopheryl Acetate, Parfum, Polyporus Umbellatus Extract, Alpha-Glucan Oligosaccharide, Sodium Hyaluronate, Palmitamidopropyltrimonium Chloride, Fructose, Sodium Lactate, Glycerin, Polyglyceryl-3 Caprate, Cocamidopropyl Betaine, Propylene Glycol, Pentylene Glycol, Dipropylene Glycol, Lactic Acid, Citric Acid, Sodium Benzoate, Potassium Sorbate, Sodium Citrate, Benzyl Salicylate, Hydroxycitronellal, Coumarin"
https://napieknewlosy.pl/products/vianek-prebiotyczna-odzywka-humektantowa-300ml,EH,"Aqua, Cetyl Alcohol, Cetrimonium Chloride, Panthenol, Inulin, Urea, Glycerin, Xylitol, Betaine, Saccharide Isomerate, Citric Acid, Sodium Citrate, Urtica Dioica Leaf Extract, Equisetum Arvense Leaf Extract, Betula Alba Leaf Extract, Vitis Vinifera Seed Oil, Olea Europaea Fruit Oil, Lactic Acid, Cyamopsis Tetragonoloba Gum, Sodium Benzoate, Parfum"
https://napieknewlosy.pl/products/umberto-giannini-curl-jelly-care-de-frizz-vegan-conditioner-odzywka-do-wlosow-puszacych-sie-250ml,EH,"Aqua , Cetearyl Alcohol, Propylene Glycol, Glycerin, Behentrimonium Chloride, Hydroxyethylcellulose, Cetrimonium Chloride, Phenoxyethanol, Quaternium-80, Polyquaternium-37, Polyquaternium-11, Sodium Benzoate, Dipropylene Glycol, Citric Acid, Isopropyl Alcohol, Parfum , Tetrasodium EDTA,CI 17200 , CI 19140"
